,penalty_player_name,penalty_player_id,season,penalty_team,penalty
2704,D.Asiasi,00-0036194,2022,CIN,3
2705,D.Autry,00-0031254,2016,LV,1
2706,D.Autry,00-0031254,2017,LV,5
2707,D.Autry,00-0031254,2018,IND,5
2708,D.Autry,00-0031254,2019,IND,3
2709,D.Autry,00-0031254,2020,IND,4
2710,D.Autry,00-0031254,2021,TEN,2
2711,D.Autry,00-0031254,2022,TEN,1
2712,D.Autry,00-0031254,2023,TEN,2
2713,D.Autry,00-0031254,2025,HOU,3
2714,D.Baker,00-0035684,2019,NYG,8
2715,D.Baker,00-0035684,2021,KC,2
2716,D.Baker,00-0037549,2023,IND,2
2717,D.Baker,00-0037549,2024,TEN,4
2718,D.Baker,00-0037549,2025,TEN,3
2719,D.Bakhtiari,00-0030074,2016,GB,5
2720,D.Bakhtiari,00-0030074,2017,GB,2
2721,D.Bakhtiari,00-0030074,2018,GB,4
2722,D.Bakhtiari,00-0030074,2019,GB,12
2723,D.Bakhtiari,00-0030074,2020,GB,4
2724,D.Bakhtiari,00-0030074,2022,GB,4
2725,D.Baldwin,00-0028434,2016,SEA,2
2726,D.Baldwin,00-0028434,2017,SEA,1
2727,D.Baldwin,00-0028434,2018,SEA,2
2728,D.Banks,00-0039000,2023,NYG,4
2729,D.Banks,00-0039000,2024,NYG,5
2730,D.Banks,00-0039000,2025,NYG,4
2731,D.Barclay,00-0029187,2016,GB,3
2732,D.Barclay,00-0029187,2017,DET,3
2733,D.Barnes,00-0036964,2022,DET,1
2734,D.Barnett,00-0033876,2017,PHI,4
2735,D.Barnett,00-0033876,2018,PHI,2
2736,D.Barnett,00-0033876,2019,PHI,9
2737,D.Barnett,00-0033876,2020,PHI,3
2738,D.Barnett,00-0033876,2021,PHI,8
2739,D.Barnett,00-0033876,2024,HOU,3
2740,D.Barnett,00-0033876,2025,HOU,3
2741,D.Bass,00-0030517,2016,TEN,1
2742,D.Bass,00-0030517,2017,NYJ,1
2743,D.Bass,00-0030517,2017,SEA,1
2744,D.Bates,00-0029794,2016,LV,4
2745,D.Bates,00-0029794,2017,TEN,5
2746,D.Bates,00-0029794,2018,TEN,1
2747,D.Bates,00-0029794,2019,TEN,3
2748,D.Bates,00-0029794,2020,TEN,1
2749,D.Bausby,00-0031991,2016,CHI,3
2750,D.Bausby,00-0031991,2018,PHI,2
2751,D.Bausby,00-0031991,2019,DEN,1
2752,D.Bausby,00-0031991,2020,DEN,2
2753,D.Bellinger,00-0038115,2022,NYG,2
2754,D.Bellinger,00-0038115,2023,NYG,6
2755,D.Bellinger,00-0038115,2024,NYG,4
2756,D.Bellinger,00-0038115,2025,NYG,3
2757,D.Belton,00-0038123,2022,NYG,2
2758,D.Belton,00-0038123,2025,NYG,3
2759,D.Bland,00-0037275,2022,DAL,4
2760,D.Bland,00-0037275,2023,DAL,6
2761,D.Bland,00-0037275,2024,DAL,1
2762,D.Bond,00-0032789,2017,TB,4
2763,D.Bond,00-0032789,2018,TB,1
2764,D.Bond,00-0032789,2019,TB,1
2765,D.Bond,00-0033256,2017,IND,1
2766,D.Booker,00-0032972,2016,DEN,1
2767,D.Booker,00-0032972,2017,DEN,1
2768,D.Booker,00-0032972,2019,DEN,1
2769,D.Booker,00-0032972,2020,LV,1
2770,D.Booker,00-0032972,2021,NYG,2
2771,D.Bootle,00-0036678,2023,CAR,1
2772,D.Breaux,00-0031474,2016,NO,4
2773,D.Brees,00-0020531,2016,NO,11
2774,D.Brees,00-0020531,2017,NO,6
2775,D.Brees,00-0020531,2018,NO,3
2776,D.Brees,00-0020531,2019,NO,1
2777,D.Brees,00-0020531,2020,NO,1
2778,D.Brown,00-0026166,2016,HOU,1
2779,D.Brown,00-0026166,2017,HOU,1
2780,D.Brown,00-0026166,2017,SEA,3
2781,D.Brown,00-0026166,2018,SEA,1
2782,D.Brown,00-0026166,2019,SEA,3
2783,D.Brown,00-0026166,2020,SEA,1
2784,D.Brown,00-0026166,2021,SEA,5
2785,D.Brown,00-0026166,2022,NYJ,6
2786,D.Brown,00-0032098,2017,CHI,2
2787,D.Brown,00-0032098,2019,NYJ,1
2788,D.Brown,00-0032098,2020,NYJ,1
2789,D.Brown,00-0032098,2021,NYJ,1
2790,D.Brown,00-0036220,2020,CAR,9
2791,D.Brown,00-0036220,2021,CAR,3
2792,D.Brown,00-0036220,2022,CAR,4
2793,D.Brown,00-0036220,2025,CAR,3
2794,D.Brown,00-0036626,2023,WAS,3
2795,D.Brown,00-0036626,2024,WAS,3
2796,D.Brown,00-0036626,2025,JAX,2
2797,D.Brunskill,00-0033221,2019,SF,1
2798,D.Brunskill,00-0033221,2020,SF,5
2799,D.Brunskill,00-0033221,2021,SF,2
2800,D.Brunskill,00-0033221,2023,TEN,1
2801,D.Brunskill,00-0033221,2024,TEN,2
2802,D.Bryant,00-0027902,2017,DAL,1
2803,D.Bryant,00-0027902,2020,BAL,2
2804,D.Bucannon,00-0031366,2016,ARI,1
2805,D.Bucannon,00-0031366,2017,ARI,1
2806,D.Bucannon,00-0031366,2018,ARI,3
2807,D.Buckner,00-0032378,2016,SF,2
2808,D.Buckner,00-0032378,2017,SF,4
2809,D.Buckner,00-0032378,2018,SF,4
2810,D.Buckner,00-0032378,2019,SF,3
2811,D.Buckner,00-0032378,2020,IND,2
2812,D.Buckner,00-0032378,2022,IND,3
2813,D.Buckner,00-0032378,2023,IND,5
2814,D.Buckner,00-0032378,2024,IND,1
2815,D.Burke,00-0040195,2025,ARI,5
2816,D.Burton,00-0033222,2018,HOU,1
2817,D.Bush,00-0032774,2018,CHI,3
2818,D.Bush,00-0032774,2021,CHI,2
2819,D.Bush,00-0032774,2022,KC,2
2820,D.Bush,00-0032774,2024,KC,1
2821,D.Bush,00-0035525,2019,PIT,3
2822,D.Bush,00-0035525,2020,PIT,1
2823,D.Bush,00-0035525,2021,PIT,1
2824,D.Bush,00-0035525,2025,CLE,2
2825,D.Butler,00-0027017,2016,IND,2
2826,D.Butler,00-0027017,2017,IND,4
2827,D.Butler,00-0028952,2016,ARI,1
2828,D.Byrd,00-0031868,2019,ARI,2
2829,D.Byrd,00-0031868,2020,NE,1
2830,D.Byrd,00-0031868,2021,CHI,1
2831,D.Calhoun,00-0035336,2019,MIA,1
2832,D.Calhoun,00-0035336,2020,CIN,1
2833,D.Campbell,00-0032401,2016,ATL,2
2834,D.Campbell,00-0032401,2018,ATL,1
2835,D.Campbell,00-0032401,2019,ATL,2
2836,D.Campbell,00-0032401,2021,GB,1
2837,D.Campbell,00-0032401,2022,GB,1
2838,D.Campbell,00-0032401,2023,GB,1
2839,D.Campbell,00-0032401,2024,SF,1
2840,D.Carey,00-0027124,2016,DET,2
2841,D.Carey,00-0027124,2017,DET,2
2842,D.Carlson,00-0034161,2018,LV,1
2843,D.Carlson,00-0034161,2024,LV,1
2844,D.Carlson,00-0034161,2025,LV,2
2845,D.Carpenter,00-0026003,2016,BUF,1
2846,D.Carr,00-0031280,2016,LV,5
2847,D.Carr,00-0031280,2017,LV,2
2848,D.Carr,00-0031280,2018,LV,1
2849,D.Carr,00-0031280,2019,LV,1
2850,D.Carr,00-0031280,2020,LV,2
2851,D.Carr,00-0031280,2021,LV,2
2852,D.Carr,00-0031280,2022,LV,1
2853,D.Carr,00-0031280,2023,NO,4
2854,D.Carr,00-0031280,2024,NO,1
2855,D.Carrier,00-0029119,2016,WAS,2
2856,D.Carrier,00-0029119,2017,LA,1
2857,D.Carrier,00-0029119,2018,LV,2
2858,D.Carter,00-0031763,2024,CHI,1
2859,D.Chark,00-0034777,2018,JAX,1
2860,D.Chark,00-0034777,2019,JAX,1
2861,D.Chark,00-0034777,2021,JAX,1
2862,D.Chark Jr.,00-0034777,2019,JAX,1
2863,D.Chark Jr.,00-0034777,2020,JAX,1
2864,D.Chisena,00-0035976,2020,MIN,1
2865,D.Clark,00-0037281,2023,DAL,1
2866,D.Clark,00-0037281,2025,HOU,1
2867,D.Clark,00-0040396,2025,NYJ,1
2868,D.Cochran,00-0037414,2024,CIN,2
2869,D.Cole,00-0033765,2019,HOU,1
2870,D.Cole,00-0033765,2021,TEN,1
2871,D.Cole,00-0033765,2022,TEN,1
2872,D.Cole,00-0033765,2023,CHI,1
2873,D.Coleman,00-0029068,2017,ATL,2
2874,D.Colquitt,00-0023534,2016,KC,1
2875,D.Colquitt,00-0023534,2017,KC,1
2876,D.Colquitt,00-0023534,2019,KC,1
2877,D.Cook,00-0033893,2019,MIN,1
2878,D.Cook,00-0033893,2022,MIN,1
2879,D.Cook,00-0037480,2025,PIT,1
2880,D.Cooper,00-0040024,2025,PHI,3
2881,D.Cruikshank,00-0034389,2018,TEN,1
2882,D.Cruikshank,00-0034389,2019,TEN,2
2883,D.Cruikshank,00-0034389,2021,TEN,4
2884,D.Cruikshank,00-0034389,2022,CHI,1
2885,D.Culp,00-0039754,2025,TB,2
2886,D.Dafney,00-0036456,2021,GB,1
2887,D.Daley,00-0035300,2019,CAR,3
2888,D.Daley,00-0035300,2020,CAR,1
2889,D.Daley,00-0035300,2021,CAR,9
2890,D.Daley,00-0035300,2022,TEN,5
2891,D.Dallas,00-0036425,2021,SEA,1
2892,D.Dallas,00-0036425,2023,SEA,1
2893,D.Dalman,00-0036957,2021,ATL,1
2894,D.Dalman,00-0036957,2022,ATL,6
2895,D.Dalman,00-0036957,2023,ATL,2
2896,D.Dalman,00-0036957,2024,ATL,3
2897,D.Dalman,00-0036957,2025,CHI,4
2898,D.Daniels,00-0033258,2017,IND,1
2899,D.Daniels,00-0033258,2018,ARI,1
2900,D.Daniels,00-0033258,2018,SEA,1
2901,D.Daniels,00-0033258,2019,ARI,3
2902,D.Daniels,00-0033258,2020,ARI,3
2903,D.Daniels,00-0033258,2021,ARI,2
2904,D.Daniels,00-0035802,2020,SF,1
2905,D.Davidson,00-0037260,2022,NYG,1
2906,D.Davidson,00-0037260,2023,NYG,2
2907,D.Davidson,00-0037260,2024,NYG,3
2908,D.Davis,00-0029607,2017,NYJ,1
2909,D.Davis,00-0029607,2018,NO,3
2910,D.Davis,00-0029607,2019,NO,3
2911,D.Davis,00-0029607,2020,NO,3
2912,D.Davis,00-0029607,2021,NO,2
2913,D.Davis,00-0029607,2022,NO,1
2914,D.Davis,00-0029607,2024,NO,2
2915,D.Davis,00-0029607,2025,NO,2
2916,D.Davis,00-0038573,2023,LAC,1
2917,D.Dawkins,00-0033904,2017,BUF,3
2918,D.Dawkins,00-0033904,2018,BUF,11
2919,D.Dawkins,00-0033904,2019,BUF,8
2920,D.Dawkins,00-0033904,2020,BUF,4
2921,D.Dawkins,00-0033904,2021,BUF,7
2922,D.Dawkins,00-0033904,2022,BUF,8
2923,D.Dawkins,00-0033904,2023,BUF,6
2924,D.Dawkins,00-0033904,2024,BUF,16
2925,D.Dawkins,00-0033904,2025,BUF,10
2926,D.Dawson,00-0034744,2019,DEN,4
2927,D.Dawson,00-0034744,2020,DEN,1
2928,D.DeCastro,00-0029678,2016,PIT,12
2929,D.DeCastro,00-0029678,2017,PIT,6
2930,D.DeCastro,00-0029678,2018,PIT,3
2931,D.DeCastro,00-0029678,2019,PIT,4
2932,D.DeCastro,00-0029678,2020,PIT,2
2933,D.Deablo,00-0036990,2021,LV,2
2934,D.Deablo,00-0036990,2022,LV,1
2935,D.Deablo,00-0036990,2023,LV,1
2936,D.Deablo,00-0036990,2025,ATL,1
2937,D.Deayon,00-0032641,2018,NYG,1
2938,D.Deayon,00-0032641,2021,LA,1
2939,D.Delaney,00-0034515,2021,TB,3
2940,D.Delaney,00-0034515,2022,TB,1
2941,D.Delaney,00-0034515,2023,TB,1
2942,D.Dennard,00-0031380,2016,CIN,2
2943,D.Dennard,00-0031380,2017,CIN,2
2944,D.Dennard,00-0031380,2018,CIN,2
2945,D.Dennard,00-0031380,2019,CIN,1
2946,D.Dennard,00-0031380,2020,ATL,2
2947,D.Dotson,00-0026814,2016,TB,11
2948,D.Dotson,00-0026814,2017,TB,5
2949,D.Dotson,00-0026814,2018,TB,7
2950,D.Dotson,00-0026814,2019,TB,10
2951,D.Dotson,00-0026814,2020,DEN,1
2952,D.Douglas,00-0038621,2023,NE,2
2953,D.Douglas,00-0038621,2024,NE,2
2954,D.Downs,00-0034167,2019,NYG,1
2955,D.Dozier,00-0031017,2016,NYJ,1
2956,D.Dozier,00-0031017,2017,NYJ,1
2957,D.Dozier,00-0031017,2018,NYJ,1
2958,D.Dozier,00-0031017,2019,MIN,2
2959,D.Dozier,00-0031017,2020,MIN,9
2960,D.Drummond,00-0038953,2025,ATL,1
2961,D.Durant,00-0037839,2022,LA,1
2962,D.Duvernay,00-0036331,2021,BAL,1
2963,D.Easley,00-0031425,2016,LA,4
2964,D.Edwards,00-0035668,2019,LA,7
2965,D.Edwards,00-0035668,2020,LA,1
2966,D.Edwards,00-0035668,2021,LA,5
2967,D.Edwards,00-0035668,2022,LA,1
2968,D.Edwards,00-0035668,2023,BUF,1
2969,D.Edwards,00-0035668,2024,BUF,4
2970,D.Edwards,00-0035668,2025,BUF,2
2971,D.Ekuale,00-0034251,2020,JAX,3
2972,D.Ekuale,00-0034251,2021,NE,1
2973,D.Ekuale,00-0034251,2022,NE,3
2974,D.Ellerbe,00-0026857,2016,NO,2
2975,D.Elliott,00-0034277,2020,BAL,1
2976,D.Elliott,00-0034277,2022,DET,2
2977,D.Elliott,00-0034277,2023,MIA,1
2978,D.Elliott,00-0034277,2024,PIT,1
2979,D.Elliott,00-0034277,2025,PIT,1
2980,D.Eskridge,00-0036620,2022,SEA,1
2981,D.Eskridge,00-0036620,2023,SEA,1
2982,D.Eskridge,00-0036620,2025,MIA,1
2983,D.Everett,00-0031844,2016,WAS,2
2984,D.Everett,00-0031844,2019,WAS,1
2985,D.Everett,00-0031844,2020,WAS,2
2986,D.Ezeiruaku,00-0040725,2025,DAL,2
2987,D.Faalele,00-0038118,2022,BAL,2
2988,D.Faalele,00-0038118,2024,BAL,5
2989,D.Faalele,00-0038118,2025,BAL,3
2990,D.Fairchild,00-0040140,2025,CIN,6
2991,D.Fales,00-0031076,2017,MIA,1
2992,D.Feeney,00-0033910,2017,LAC,1
2993,D.Feeney,00-0033910,2018,LAC,5
2994,D.Feeney,00-0033910,2019,LAC,7
2995,D.Feeney,00-0033910,2020,LAC,2
2996,D.Feeney,00-0033910,2023,CHI,1
2997,D.Fells,00-0029738,2017,DET,2
2998,D.Fells,00-0029738,2018,CLE,2
2999,D.Fells,00-0029738,2019,HOU,4
3000,D.Fells,00-0029738,2021,DET,1
3001,D.Fitzpatrick,00-0036627,2022,TEN,1
3002,D.Flannigan-Fowles,00-0035020,2021,SF,1
3003,D.Flannigan-Fowles,00-0035020,2023,SF,1
3004,D.Flannigan-Fowles,00-0035020,2024,SF,2
3005,D.Flowers,00-0037395,2022,IND,1
3006,D.Fluellen,00-0030711,2017,TEN,1
3007,D.Fluellen,00-0030711,2019,TEN,1
3008,D.Fluker,00-0030505,2016,LAC,5
3009,D.Fluker,00-0030505,2017,NYG,3
3010,D.Fluker,00-0030505,2018,SEA,10
3011,D.Fluker,00-0030505,2019,SEA,6
3012,D.Fluker,00-0030505,2020,BAL,6
3013,D.Ford,00-0031297,2016,KC,4
3014,D.Ford,00-0031297,2017,KC,2
3015,D.Ford,00-0031297,2018,KC,7
3016,D.Ford,00-0031297,2019,SF,2
3017,D.Ford,00-0031297,2021,SF,2
3018,D.Foreman,00-0033925,2023,CHI,1
3019,D.Foreman,00-0033925,2024,CLE,1
3020,D.Forrest,00-0036638,2022,WAS,1
3021,D.Forrest,00-0036638,2024,WAS,1
3022,D.Foster,00-0032577,2019,ARI,1
3023,D.Fowler,00-0032052,2016,JAX,8
3024,D.Fowler,00-0032052,2017,JAX,7
3025,D.Fowler,00-0032052,2018,LA,3
3026,D.Fowler,00-0032052,2019,LA,6
3027,D.Fowler,00-0032052,2020,ATL,3
3028,D.Fowler,00-0032052,2021,ATL,2
3029,D.Fowler,00-0032052,2022,DAL,5
3030,D.Fowler,00-0032052,2023,DAL,4
3031,D.Fowler,00-0032052,2024,WAS,5
3032,D.Free,00-0025509,2016,DAL,8
3033,D.Freeman,00-0031285,2017,ATL,4
3034,D.Freeman,00-0031285,2021,BAL,1
3035,D.Freeney,00-0021146,2016,ATL,3
3036,D.Funchess,00-0032055,2016,CAR,4
3037,D.Funchess,00-0032055,2017,CAR,2
3038,D.Gabriel,00-0040704,2025,CLE,1
3039,D.Gardeck,00-0034473,2018,ARI,1
3040,D.Gardeck,00-0034473,2019,ARI,1
3041,D.Gardeck,00-0034473,2021,ARI,3
3042,D.Gardeck,00-0034473,2022,ARI,2
3043,D.Gardeck,00-0034473,2023,ARI,2
3044,D.Gardeck,00-0034473,2024,ARI,1
3045,D.Gardeck,00-0034473,2025,JAX,4
3046,D.Gates,00-0034769,2023,CHI,2
3047,D.Glaze,00-0039349,2024,LV,8
3048,D.Glaze,00-0039349,2025,LV,3
3049,D.Godchaux,00-0033860,2017,MIA,10
3050,D.Godchaux,00-0033860,2018,MIA,3
3051,D.Godchaux,00-0033860,2021,NE,1
3052,D.Godchaux,00-0033860,2022,NE,2
3053,D.Godchaux,00-0033860,2023,NE,1
3054,D.Godchaux,00-0033860,2025,NO,3
3055,D.Goedert,00-0034351,2018,PHI,5
3056,D.Goedert,00-0034351,2019,PHI,4
3057,D.Goedert,00-0034351,2020,PHI,1
3058,D.Goedert,00-0034351,2021,PHI,2
3059,D.Goedert,00-0034351,2022,PHI,4
3060,D.Goedert,00-0034351,2023,PHI,4
3061,D.Goedert,00-0034351,2024,PHI,3
3062,D.Goldson,00-0025513,2016,ATL,1
3063,D.Good,00-0031632,2016,IND,3
3064,D.Good,00-0031632,2017,IND,1
3065,D.Good,00-0031632,2018,IND,2
3066,D.Good,00-0031632,2019,LV,2
3067,D.Good,00-0031632,2020,LV,4
3068,D.Goodson,00-0031080,2016,GB,1
3069,D.Gray,00-0037828,2022,SF,2
3070,D.Green-Beckham,00-0032218,2016,PHI,5
3071,D.Greenlaw,00-0034982,2019,SF,3
3072,D.Greenlaw,00-0034982,2020,SF,2
3073,D.Greenlaw,00-0034982,2021,SF,2
3074,D.Greenlaw,00-0034982,2022,SF,7
3075,D.Greenlaw,00-0034982,2023,SF,3
3076,D.Hall,00-0032776,2016,CHI,3
3077,D.Hall,00-0039047,2023,SEA,3
3078,D.Hall,00-0039047,2024,SEA,3
3079,D.Hall,00-0039047,2025,SEA,1
3080,D.Hamilton,00-0034370,2019,DEN,2
3081,D.Hamilton,00-0034370,2020,DEN,2
3082,D.Hamilton,00-0036262,2021,JAX,1
3083,D.Hamilton,00-0036262,2022,JAX,2
3084,D.Hamilton,00-0036262,2023,JAX,1
3085,D.Hamilton,00-0036262,2024,JAX,2
3086,D.Hamlin,00-0036888,2022,BUF,2
3087,D.Hamlin,00-0036888,2024,BUF,2
3088,D.Hand,00-0034371,2018,DET,2
3089,D.Hand,00-0034371,2019,DET,1
3090,D.Hand,00-0034371,2024,MIA,1
3091,D.Hand,00-0034371,2025,LAC,2
3092,D.Hardy,00-0037843,2024,CHI,4
3093,D.Hardy,00-0037843,2025,CHI,2
3094,D.Harmon,00-0030383,2018,NE,2
3095,D.Harmon,00-0030383,2020,DET,2
3096,D.Harmon,00-0030383,2021,ATL,1
3097,D.Harmon,00-0040678,2025,PIT,1
3098,D.Harper,00-0037293,2022,DAL,1
3099,D.Harper,00-0037293,2023,CIN,1
3100,D.Harper,00-0037293,2023,DAL,1
3101,D.Harris,00-0028114,2017,NYG,1
3102,D.Harris,00-0028114,2018,LV,3
3103,D.Harris,00-0028409,2016,SF,1
3104,D.Harris,00-0030155,2016,KC,4
3105,D.Harris,00-0030155,2017,KC,4
3106,D.Harris,00-0030155,2018,KC,6
3107,D.Harris,00-0030155,2019,CLE,4
3108,D.Harris,00-0030155,2021,ARI,1
3109,D.Harris,00-0032946,2016,NO,1
3110,D.Harris,00-0032946,2017,NO,1
3111,D.Harris,00-0034388,2019,DEN,3
3112,D.Harris,00-0034388,2020,BAL,1
3113,D.Harris,00-0034388,2020,DEN,1
3114,D.Harris,00-0034388,2022,TEN,1
3115,D.Harris,00-0034612,2021,HOU,1
3116,D.Harris,00-0034612,2024,ATL,1
3117,D.Harris,00-0035157,2020,KC,1
3118,D.Harris,00-0035157,2022,KC,2
3119,D.Harris,00-0035215,2019,NO,1
3120,D.Harrison,00-0029040,2018,DET,1
3121,D.Harrison,00-0029040,2019,DET,2
3122,D.Harrison,00-0029040,2020,GB,1
3123,D.Harrison,00-0034259,2018,CLE,8
3124,D.Hatfield,00-0033845,2017,LA,2
3125,D.Hatfield,00-0033845,2018,LA,1
3126,D.Hayden,00-0030572,2016,LV,12
3127,D.Hayden,00-0030572,2017,DET,5
3128,D.Hayden,00-0030572,2018,JAX,2
3129,D.Hayden,00-0030572,2019,JAX,3
3130,D.Hayden,00-0030572,2020,JAX,2
3131,D.Hellams,00-0038628,2023,ATL,3
3132,D.Hellams,00-0038628,2025,ATL,1
3133,D.Helm,00-0035428,2021,LV,1
3134,D.Henley,00-0038553,2024,LAC,2
3135,D.Henley,00-0038553,2025,LAC,2
3136,D.Henry,00-0032764,2018,TEN,1
3137,D.Henry,00-0032764,2019,TEN,3
3138,D.Henry,00-0032764,2020,TEN,1
3139,D.Henry,00-0032764,2021,TEN,1
3140,D.Henry,00-0032764,2022,TEN,1
3141,D.Henry,00-0032764,2024,BAL,2
3142,D.Henry,00-0032764,2025,BAL,1
3143,D.Heyward-Bey,00-0026983,2016,PIT,1
3144,D.Heyward-Bey,00-0026983,2017,PIT,1
3145,D.Heyward-Bey,00-0026983,2018,PIT,4
3146,D.Hightower,00-0029669,2016,NE,2
3147,D.Hightower,00-0029669,2018,NE,1
3148,D.Hightower,00-0029669,2019,NE,1
3149,D.Hightower,00-0029669,2021,NE,2
3150,D.Hill,00-0033931,2017,SEA,4
3151,D.Hill,00-0033931,2018,SEA,1
3152,D.Hill,00-0033931,2019,SEA,1
3153,D.Hill,00-0037743,2022,CIN,6
3154,D.Hill,00-0037743,2023,CIN,3
3155,D.Hill,00-0037743,2024,CIN,1
3156,D.Hill,00-0037743,2025,CIN,4
3157,D.Hilliard,00-0034253,2018,CLE,2
3158,D.Hilliard,00-0034253,2021,TEN,1
3159,D.Hilliard,00-0034253,2022,TEN,1
3160,D.Hines,00-0034548,2018,CLE,1
3161,D.Hodges,00-0035577,2019,PIT,4
3162,D.Holker,00-0039613,2024,NO,1
3163,D.Holmes,00-0036394,2020,NYG,5
3164,D.Holmes,00-0036394,2021,NYG,3
3165,D.Holmes,00-0036394,2022,NYG,7
3166,D.Holmes,00-0036394,2023,NYG,3
3167,D.Holmes,00-0036394,2024,LV,2
3168,D.Holmes,00-0036394,2025,LV,2
3169,D.Hopkins,00-0030098,2016,WAS,1
3170,D.Hopkins,00-0030098,2024,CLE,1
3171,D.Hopkins,00-0030564,2016,HOU,6
3172,D.Hopkins,00-0030564,2017,HOU,5
3173,D.Hopkins,00-0030564,2018,HOU,2
3174,D.Hopkins,00-0030564,2019,HOU,1
3175,D.Hopkins,00-0030564,2020,ARI,4
3176,D.Hopkins,00-0030564,2021,ARI,3
3177,D.Hopkins,00-0030564,2022,ARI,1
3178,D.Hopkins,00-0030564,2023,TEN,4
3179,D.Horton,00-0039009,2025,HOU,2
3180,D.House,00-0028069,2016,JAX,5
3181,D.House,00-0028069,2017,GB,1
3182,D.House,00-0028069,2018,GB,2
3183,D.Houston-Carson,00-0032790,2016,CHI,3
3184,D.Houston-Carson,00-0032790,2017,CHI,1
3185,D.Houston-Carson,00-0032790,2018,CHI,1
3186,D.Houston-Carson,00-0032790,2022,CHI,1
3187,D.Houston-Carson,00-0032790,2023,HOU,1
3188,D.Humphries,00-0032222,2016,ARI,4
3189,D.Humphries,00-0032222,2018,ARI,2
3190,D.Humphries,00-0032222,2019,ARI,13
3191,D.Humphries,00-0032222,2020,ARI,6
3192,D.Humphries,00-0032222,2021,ARI,8
3193,D.Humphries,00-0032222,2022,ARI,4
3194,D.Humphries,00-0032222,2023,ARI,9
3195,D.Humphries,00-0032222,2024,KC,1
3196,D.Humphries,00-0032222,2025,LA,2
3197,D.Hunter,00-0031565,2016,MIN,1
3198,D.Hunter,00-0031565,2017,MIN,1
3199,D.Hunter,00-0031565,2018,MIN,1
3200,D.Hunter,00-0031565,2019,MIN,1
3201,D.Hunter,00-0031565,2022,MIN,1
3202,D.Hunter,00-0031565,2023,MIN,1
3203,D.Hunter,00-0031565,2024,HOU,4
3204,D.Hunter,00-0031565,2025,HOU,1
3205,D.Ihenacho,00-0028942,2016,WAS,1
3206,D.Inman,00-0028411,2016,LAC,2
3207,D.Inman,00-0028411,2017,CHI,1
3208,D.Inman,00-0028411,2019,LAC,1
3209,D.Inman,00-0028411,2020,WAS,1
3210,D.Irving,00-0031997,2016,DAL,3
3211,D.Isidora,00-0033960,2017,MIN,1
3212,D.Ivey,00-0038642,2024,CIN,2
3213,D.Ivey,00-0038642,2025,CIN,2
3214,D.Jackson,00-0024249,2016,IND,1
3215,D.Jackson,00-0026189,2018,TB,1
3216,D.Jackson,00-0026189,2019,PHI,1
3217,D.Jackson,00-0034356,2018,CAR,8
3218,D.Jackson,00-0034356,2019,CAR,4
3219,D.Jackson,00-0034356,2020,CAR,4
3220,D.Jackson,00-0034356,2021,CAR,6
3221,D.Jackson,00-0034356,2022,CAR,1
3222,D.Jackson,00-0034356,2023,CAR,4
3223,D.Jackson,00-0034356,2024,PIT,2
3224,D.Jackson,00-0034356,2025,LAC,1
3225,D.Jackson,00-0036166,2021,BUF,3
3226,D.Jackson,00-0036166,2022,BUF,4
3227,D.Jackson,00-0036166,2023,BUF,1
3228,D.Jackson,00-0036166,2024,CAR,1
3229,D.Jackson,00-0036493,2022,IND,1
3230,D.Jackson,00-0037271,2025,CHI,2
3231,D.Jackson,00-0037826,2025,WAS,1
3232,D.Jackson,00-0040661,2025,MIN,3
3233,D.Jacobs,00-0038792,2024,NE,11
3234,D.James,00-0034790,2018,LAC,5
3235,D.James,00-0034790,2019,LAC,1
3236,D.James,00-0034790,2021,LAC,2
3237,D.James,00-0034790,2022,LAC,5
3238,D.James,00-0034790,2023,LAC,7
3239,D.James,00-0034790,2024,LAC,5
3240,D.James,00-0034790,2025,LAC,3
3241,D.Jennings,00-0031972,2018,TEN,1
3242,D.Johnson,00-0026957,2016,PIT,2
3243,D.Johnson,00-0031061,2017,SF,9
3244,D.Johnson,00-0031061,2020,SF,3
3245,D.Johnson,00-0031061,2021,SF,3
3246,D.Johnson,00-0032257,2017,CLE,1
3247,D.Johnson,00-0032257,2019,HOU,1
3248,D.Johnson,00-0034071,2019,WAS,1
3249,D.Johnson,00-0034071,2020,WAS,1
3250,D.Johnson,00-0034071,2023,WAS,1
3251,D.Johnson,00-0035216,2019,PIT,7
3252,D.Johnson,00-0035216,2021,PIT,9
3253,D.Johnson,00-0035216,2022,PIT,5
3254,D.Johnson,00-0035216,2023,PIT,3
3255,D.Johnson,00-0035306,2019,BUF,2
3256,D.Johnson,00-0035306,2020,BUF,1
3257,D.Johnson,00-0035628,2019,CLE,1
3258,D.Johnson,00-0035628,2021,CLE,1
3259,D.Johnson,00-0035628,2024,JAX,2
3260,D.Johnson,00-0038535,2023,CAR,1
3261,D.Johnson,00-0039061,2025,LA,2
3262,D.Jones,00-0022684,2016,PHI,1
3263,D.Jones,00-0030395,2016,CLE,1
3264,D.Jones,00-0030576,2016,GB,6
3265,D.Jones,00-0030576,2017,DAL,2
3266,D.Jones,00-0031054,2016,TEN,2
3267,D.Jones,00-0031054,2018,TEN,2
3268,D.Jones,00-0031054,2022,BUF,1
3269,D.Jones,00-0031054,2023,BUF,1
3270,D.Jones,00-0032388,2017,ATL,4
